"Datum";"Jahr";"Monat";"Tag";"T";"Tmax";"Tmin";"RR";"Sun"
"2003-06-30";2003;6;30;18;24.6;12.7;0;5.1
"2003-07-01";2003;7;1;18.4;23.2;14.5;0;1.7
"2003-07-02";2003;7;2;17.3;21.7;14;1.3;4.8
"2003-07-03";2003;7;3;17.4;23.4;13.3;0.1;9
"2003-07-04";2003;7;4;15.7;18.6;14.2;3.4;0.1
"2003-07-05";2003;7;5;15.7;18.1;13.9;7.2;1.4
"2003-07-06";2003;7;6;15.9;18.4;14.1;0.3;0.1
"2003-07-07";2003;7;7;16;21.2;10.8;0;2.9
"2003-07-08";2003;7;8;16.4;21.9;9.9;0;4.6
"2003-07-09";2003;7;9;17.2;22.1;13.4;2.4;1.8
"2003-07-10";2003;7;10;17.5;22.8;12.1;0;6.8
"2003-07-11";2003;7;11;19.9;26.8;11.5;6.3;13.9
"2003-07-12";2003;7;12;17.1;22.6;13.3;2.7;6.7
"2003-07-13";2003;7;13;16.9;22.3;11.5;0;5
"2003-07-14";2003;7;14;18.3;25.9;10.4;0;11.1
"2003-07-15";2003;7;15;20.7;27.6;12.9;0;10.5
"2003-07-16";2003;7;16;23.4;29.7;17.4;0;9.7
"2003-07-17";2003;7;17;22.6;28.4;16.6;13;5.5
"2003-07-18";2003;7;18;20.2;24.2;17;0;4.4
"2003-07-19";2003;7;19;22.4;28.6;15.9;0;11.9
"2003-07-20";2003;7;20;23.8;31.3;14.6;0;11.9
"2003-07-21";2003;7;21;25;33.4;18;23.2;8.4
"2003-07-22";2003;7;22;21.6;26;17.1;16.1;9.8
"2003-07-23";2003;7;23;20.9;24.8;16.9;3.1;9.1
"2003-07-24";2003;7;24;20.3;28.1;17.2;4.6;5.3
"2003-07-25";2003;7;25;19.6;23.8;16.2;0.1;2.9
"2003-07-26";2003;7;26;19.4;24.3;15.5;1.9;3.1
"2003-07-27";2003;7;27;23.3;33;17.8;20.5;7.8
"2003-07-28";2003;7;28;19.6;24.9;14.9;0.2;5.4
"2003-07-29";2003;7;29;18.7;24;12.9;0;12.2
"2003-07-30";2003;7;30;19.4;26.2;11.5;0;14.3
"2003-07-31";2003;7;31;20.5;25.8;13;0;6
"2003-08-01";2003;8;1;23.2;29.9;16;0;12.6
"2003-08-02";2003;8;2;23.8;29.1;18.4;0;2.8
"2003-08-03";2003;8;3;23.2;29.6;17.1;0;10.3
"2003-08-04";2003;8;4;21.4;26.8;14.9;0;12.8
"2003-08-05";2003;8;5;20.2;26.8;13.4;0;11.7
"2003-08-06";2003;8;6;20.1;26.3;13.8;0;14
"2003-08-07";2003;8;7;20.2;27.4;11.5;0;12.6
"2003-08-08";2003;8;8;21.3;29.1;12.1;0;13.6
"2003-08-09";2003;8;9;22.7;31.7;14.2;0;13.7
"2003-08-10";2003;8;10;20.6;27.9;12.9;0;14.2
"2003-08-11";2003;8;11;19.9;26.8;11.3;0;13.3
"2003-08-12";2003;8;12;24.5;32.3;16.7;0;10.2
"2003-08-13";2003;8;13;24.6;34.4;16.5;0;12.4
"2003-08-14";2003;8;14;19.1;23;15.8;0;6.4
"2003-08-15";2003;8;15;18.5;24.2;13.7;0;7.6
"2003-08-16";2003;8;16;17.1;22.6;11.8;0;3
"2003-08-17";2003;8;17;17.7;24.8;10;0;11.7
"2003-08-18";2003;8;18;20.3;28.2;14.2;0.8;3.9
"2003-08-19";2003;8;19;20.3;25.9;15.8;5.4;2
"2003-08-20";2003;8;20;17.4;22.1;13.6;0;7.1
"2003-08-21";2003;8;21;18.1;23.9;11.7;0;7.4
"2003-08-22";2003;8;22;19.8;25.5;16.1;0;5.3
"2003-08-23";2003;8;23;19.8;24.9;15.3;0;7.3
"2003-08-24";2003;8;24;18;23.3;12.8;0;6.2
"2003-08-25";2003;8;25;18.2;25.1;11.9;0;10.6
"2003-08-26";2003;8;26;17.7;24.7;11.3;0;7.7
"2003-08-27";2003;8;27;15.6;19.9;11.1;0.1;2.3
"2003-08-28";2003;8;28;15.3;20.8;10.4;2.1;4.3
"2003-08-29";2003;8;29;13.5;17;10.5;10.9;0.1
"2003-08-30";2003;8;30;14.5;18.4;11.3;2;3
"2003-08-31";2003;8;31;12.9;19.4;9.9;4.5;6.1
"2004-06-01";2004;6;1;16.8;23.7;9.4;0;14.1
"2004-06-02";2004;6;2;15.4;21.9;10.3;0;2.1
"2004-06-03";2004;6;3;16.9;24.1;10.8;0;12.2
"2004-06-04";2004;6;4;14.3;21.8;10.6;18.2;1.5
"2004-06-05";2004;6;5;15.1;19.5;10.5;0;6.5
"2004-06-06";2004;6;6;16;21.5;8.9;0;8.4
"2004-06-07";2004;6;7;17.5;22;12.4;0;6.8
"2004-06-08";2004;6;8;18.6;24;11.2;0;8.4
"2004-06-09";2004;6;9;14.8;18.8;10.1;5;3.2
"2004-06-10";2004;6;10;17.6;22.9;13;0;3.6
"2004-06-11";2004;6;11;18.1;23.2;13.7;2.6;3.5
"2004-06-12";2004;6;12;14.8;19;11.2;0.4;7.3
"2004-06-13";2004;6;13;15.6;21.8;10.5;1.4;7.5
"2004-06-14";2004;6;14;15.3;19.4;10.5;0;2.5
"2004-06-15";2004;6;15;17.5;23.6;12.1;0;5.5
"2004-06-16";2004;6;16;13.7;17.6;10.8;0;5.6
"2004-06-17";2004;6;17;12.1;14.6;9.6;21.4;0.7
"2004-06-18";2004;6;18;13.5;17.3;9.2;1.7;1.6
"2004-06-19";2004;6;19;12.7;16.5;7.9;2.9;5.2
"2004-06-20";2004;6;20;13.7;18.8;6.7;0;10.1
"2004-06-21";2004;6;21;14.4;20.1;8.7;1.3;10.3
"2004-06-22";2004;6;22;16.2;21.2;10.6;0;7.3
"2004-06-23";2004;6;23;17.5;22.6;13;8.2;6.6
"2004-06-24";2004;6;24;15.3;19.2;12.6;1.7;3.9
"2004-06-25";2004;6;25;13.7;16.9;11.1;0.1;4.8
"2004-06-26";2004;6;26;13.4;16.3;9.8;0;1.7
"2004-06-27";2004;6;27;14.5;18.5;9.3;2.3;0
"2004-06-28";2004;6;28;15.1;18.6;11.1;4.1;5.9
"2004-06-29";2004;6;29;14.2;19;9.8;0.2;7.8
"2004-06-30";2004;6;30;15.8;20.2;10.1;0;5.1
"2004-07-01";2004;7;1;16.4;23.4;12;3.4;6.6
"2004-07-02";2004;7;2;14.8;19.6;10.4;1.2;10
"2004-07-03";2004;7;3;14;18.8;10.1;5.9;8
"2004-07-04";2004;7;4;15.3;20.8;10.4;0;6.8
"2004-07-05";2004;7;5;15.1;18.3;11.8;0.4;4.6
"2004-07-06";2004;7;6;14.3;19;9;0;9.4
"2004-07-07";2004;7;7;16.3;22.9;8.2;0;12.8
"2004-07-08";2004;7;8;18.8;25.5;13.1;43.4;4.8
"2004-07-09";2004;7;9;18.4;22.7;15.3;0.1;4
"2004-07-10";2004;7;10;14.9;18;11.9;4;2.5
"2004-07-11";2004;7;11;15.2;19.9;11.5;1;9.3
"2004-07-12";2004;7;12;14.1;17.2;12.6;0.2;0.2
"2004-07-13";2004;7;13;14;17;12.2;0.9;1.9
"2004-07-14";2004;7;14;14.7;18.6;11.5;1.6;2.2
"2004-07-15";2004;7;15;16.5;20.3;13.2;6.5;3
"2004-07-16";2004;7;16;16.6;20.3;13.4;4.2;1.5
"2004-07-17";2004;7;17;19.5;25;13.7;7.3;6.3
"2004-07-18";2004;7;18;21.5;27.4;17;14.5;8.5
"2004-07-19";2004;7;19;19.7;24.4;14.2;0;6.3
"2004-07-20";2004;7;20;20.3;27.2;12.2;9.2;10.6
"2004-07-21";2004;7;21;19.4;22.9;13.9;0;2.7
"2004-07-22";2004;7;22;17;20.9;12.9;0;2.1
"2004-07-23";2004;7;23;19.2;25.4;12.1;0.8;10.8
"2004-07-24";2004;7;24;19;23.5;12.9;0;5.1
"2004-07-25";2004;7;25;17.1;22.4;12.1;4.7;5.4
"2004-07-26";2004;7;26;14.5;19.4;10.8;0.6;3.3
"2004-07-27";2004;7;27;15.5;20.6;10;0;9.5
"2004-07-28";2004;7;28;16.5;22.7;10.3;0;12.9
"2004-07-29";2004;7;29;17.9;25.5;9.5;0;14
"2004-07-30";2004;7;30;20;27;11.6;0;14.6
"2004-07-31";2004;7;31;19.4;28.3;12.3;3.9;10.6
"2004-08-01";2004;8;1;19;25.9;12.6;0;12.1
"2004-08-02";2004;8;2;18.2;24.7;12;0;6.8
"2004-08-03";2004;8;3;18.9;25.1;13.2;0;7.8
"2004-08-04";2004;8;4;20.4;27.4;12.7;0;12
"2004-08-05";2004;8;5;22.6;30.2;14;0;10.5
"2004-08-06";2004;8;6;22.4;29.4;14.5;0;13.5
"2004-08-07";2004;8;7;21.6;29;14;0;12
"2004-08-08";2004;8;8;22.1;29.6;13.1;0;12.4
"2004-08-09";2004;8;9;22.4;30.5;13.1;0;12.7
"2004-08-10";2004;8;10;22.3;29.8;14.9;0;13
"2004-08-11";2004;8;11;22.2;29;15;0;8.4
"2004-08-12";2004;8;12;23.8;30.7;16.4;14.6;11.4
"2004-08-13";2004;8;13;19;22.6;15.7;1.3;4.9
"2004-08-14";2004;8;14;17.9;22.9;11.7;0.1;7.2
"2004-08-15";2004;8;15;18;24.7;10.6;0;11.2
"2004-08-16";2004;8;16;20.2;25.8;13.7;0;5.2
"2004-08-17";2004;8;17;21.4;26;16.8;0;6.9
"2004-08-18";2004;8;18;21.2;25.6;18.2;0;6.9
"2004-08-19";2004;8;19;22.3;27.7;16.9;0;5.2
"2004-08-20";2004;8;20;17.7;22.5;12.6;15.7;2.8
"2004-08-21";2004;8;21;16.2;21.9;12.4;1.3;5.9
"2004-08-22";2004;8;22;15.2;20.2;10;0;10.6
"2004-08-23";2004;8;23;15.3;20.6;7.8;0;6.6
"2004-08-24";2004;8;24;17.1;23.9;11.7;3.2;2.8
"2004-08-25";2004;8;25;16.4;21.2;13.5;0.6;3.3
"2004-08-26";2004;8;26;16.1;20.3;12.9;0.2;5
"2004-08-27";2004;8;27;15.6;18.5;13.6;1.3;2.9
"2004-08-28";2004;8;28;17;21.6;14.4;1.7;2.7
"2004-08-29";2004;8;29;15.2;18.8;12.7;8.6;3.2
"2004-08-30";2004;8;30;14.9;17.9;11.9;3.8;0.8
"2004-08-31";2004;8;31;13.7;16.5;11;7.7;3.3
"2005-06-01";2005;6;1;10;12.3;6.4;0.1;0.1
"2005-06-02";2005;6;2;12.1;16.9;5.3;0;5.2
"2005-06-03";2005;6;3;19.1;24.6;13.4;0.2;7.9
"2005-06-04";2005;6;4;17.9;21.6;13.2;0;7.6
"2005-06-05";2005;6;5;13.8;17.6;10.9;3.5;4.9
"2005-06-06";2005;6;6;11.3;13.7;8.3;1.1;0.4
"2005-06-07";2005;6;7;9;11.4;6.7;0.3;0
"2005-06-08";2005;6;8;11.6;16.4;5.1;0;11.1
"2005-06-09";2005;6;9;13.5;19.1;7.1;0;9.8
"2005-06-10";2005;6;10;12.6;17.3;8.1;0.6;0.5
"2005-06-11";2005;6;11;10.1;14.3;7;2.3;3.7
"2005-06-12";2005;6;12;10.3;14.2;7;0;2.6
"2005-06-13";2005;6;13;12.7;19.9;6.2;1;10.3
"2005-06-14";2005;6;14;17.5;25.5;7.3;2.3;10.6
"2005-06-15";2005;6;15;18.1;23.7;12.4;0;5.2
"2005-06-16";2005;6;16;18.5;26.2;10.4;0;9.2
"2005-06-17";2005;6;17;18.5;21.4;15;0.8;0.2
"2005-06-18";2005;6;18;16.2;21.1;11.3;0;12.4
"2005-06-19";2005;6;19;16.2;21.6;10.3;0;5.4
"2005-06-20";2005;6;20;18.3;25.4;9.1;0;14.7
"2005-06-21";2005;6;21;21.3;27.9;12.4;0.1;10.5
"2005-06-22";2005;6;22;18.1;22.2;12.1;0;8.3
"2005-06-23";2005;6;23;19.8;26.7;12;0;14.1
"2005-06-24";2005;6;24;22.8;29;15;0;10.4
"2005-06-25";2005;6;25;21.9;32;13.3;0.5;9.1
"2005-06-26";2005;6;26;18.1;23.9;11.7;0;10.2
"2005-06-27";2005;6;27;17.9;24.1;11.4;0;14.6
"2005-06-28";2005;6;28;16.5;22.9;10.6;0;12.5
"2005-06-29";2005;6;29;17.3;24;9.9;0;14.3
"2005-06-30";2005;6;30;16.8;23.1;8.9;0;12.1
"2005-07-01";2005;7;1;16.3;20.2;12.7;0.4;0
"2005-07-02";2005;7;2;18.5;24.2;14.4;0;3.3
"2005-07-03";2005;7;3;20.5;26.5;12.5;0;10.4
"2005-07-04";2005;7;4;22;28.9;13.2;0;11.9
"2005-07-05";2005;7;5;15.3;19.8;11.6;28.2;2.1
"2005-07-06";2005;7;6;12.5;13.7;10.3;7.3;0.6
"2005-07-07";2005;7;7;15.6;22.5;11;1.2;4.5
"2005-07-08";2005;7;8;17.2;22.7;12.5;6.5;6.2
"2005-07-09";2005;7;9;18.3;23.6;15.4;8.9;2.8
"2005-07-10";2005;7;10;20.5;26.9;14.8;0;14.5
"2005-07-11";2005;7;11;21;28.5;12.6;0;13.6
"2005-07-12";2005;7;12;22.6;30.1;15.3;0;15
"2005-07-13";2005;7;13;22.4;28.6;14.6;0;14.1
"2005-07-14";2005;7;14;20.9;27.4;13.5;0;12.9
"2005-07-15";2005;7;15;21.6;29.5;14.8;6.5;9.8
"2005-07-16";2005;7;16;18;22.1;13.4;0;6.7
"2005-07-17";2005;7;17;16.4;21;11.8;0;5
"2005-07-18";2005;7;18;19.1;23.3;15.7;0;2.5
"2005-07-19";2005;7;19;18.8;24.3;14.6;1;8.1
"2005-07-20";2005;7;20;15.8;20.6;12.2;0.5;2.8
"2005-07-21";2005;7;21;13.5;15;12.3;23.2;0
"2005-07-22";2005;7;22;16.9;21.2;13.8;0.9;6.6
"2005-07-23";2005;7;23;14.9;17;13.9;0.3;0.2
"2005-07-24";2005;7;24;16.2;20.5;12.8;0.3;3.8
"2005-07-25";2005;7;25;18.8;24.2;14.9;1.6;5
"2005-07-26";2005;7;26;17.5;22;15.4;19.7;2.5
"2005-07-27";2005;7;27;17.5;21.4;14.3;0.8;5.4
"2005-07-28";2005;7;28;21.8;28.3;15.8;0.4;9.3
"2005-07-29";2005;7;29;23.4;29.1;20;6.5;5.3
"2005-07-30";2005;7;30;21.7;26.2;17;0;8.7
"2005-07-31";2005;7;31;19.3;24.5;13.8;3.5;6.7
"2005-08-01";2005;8;1;16.1;20;11.8;0;6
"2005-08-02";2005;8;2;16.3;22;9.7;0;8.7
"2005-08-03";2005;8;3;15.5;18.8;13.5;12;0
"2005-08-04";2005;8;4;15.6;20.1;11.7;1.6;7.3
"2005-08-05";2005;8;5;15.8;21.1;10;8.1;6.9
"2005-08-06";2005;8;6;14.4;19.3;10.7;2.5;6.7
"2005-08-07";2005;8;7;12.5;17.7;9.1;0;6
"2005-08-08";2005;8;8;13.7;19.3;7.7;0;11.3
"2005-08-09";2005;8;9;13.2;15.5;9.9;0;0.7
"2005-08-10";2005;8;10;13.7;16.8;12.3;14.3;0.8
"2005-08-11";2005;8;11;14.1;16;12.6;0.3;0
"2005-08-12";2005;8;12;15.3;19.2;12.7;2.9;1.2
"2005-08-13";2005;8;13;14.3;16.9;12.2;0.1;2.2
"2005-08-14";2005;8;14;15.4;21.2;11.6;0.6;2.4
"2005-08-15";2005;8;15;17.7;23.3;11.8;0;6.7
"2005-08-16";2005;8;16;16;22.3;10.3;0;10.9
"2005-08-17";2005;8;17;15.7;21;10.6;0;5.1
"2005-08-18";2005;8;18;17.5;25.4;9.2;0;13.4
"2005-08-19";2005;8;19;18.9;26.2;10.5;0;11.3
"2005-08-20";2005;8;20;20.8;27.1;14.1;0;9.8
"2005-08-21";2005;8;21;21.3;28.8;14.6;0;13.2
"2005-08-22";2005;8;22;19.3;27;11.9;0;11.9
"2005-08-23";2005;8;23;17;21.4;13.4;0.8;0
"2005-08-24";2005;8;24;17.4;21.7;13.2;0;3.7
"2005-08-25";2005;8;25;16;21.1;13;5.8;0
"2005-08-26";2005;8;26;13.8;18.8;11.1;0.9;4.6
"2005-08-27";2005;8;27;14.5;20.3;8.9;0;9.9
"2005-08-28";2005;8;28;15.9;21.8;9.5;0;9.2
"2005-08-29";2005;8;29;18.9;25.8;12.2;0;12.8
"2005-08-30";2005;8;30;17.3;22.9;11.4;0;11.6
"2005-08-31";2005;8;31;16.2;24.1;9;0;11.2
"2006-06-01";2006;6;1;9.9;13.6;5.6;0;4.6
"2006-06-02";2006;6;2;11.9;18.1;3.8;0;12.2
"2006-06-03";2006;6;3;10.9;13.9;6.5;5.3;1.8
"2006-06-04";2006;6;4;11.8;15.7;8.5;0;3.8
"2006-06-05";2006;6;5;10.5;14.3;6.3;0;2.9
"2006-06-06";2006;6;6;11.8;17.3;7.8;2.2;5.7
"2006-06-07";2006;6;7;13.7;19.6;7.5;0;8
"2006-06-08";2006;6;8;15.9;22;8.3;0;10
"2006-06-09";2006;6;9;16.8;23.1;10.2;0;11.1
"2006-06-10";2006;6;10;16.9;23.2;9.6;0;14.7
"2006-06-11";2006;6;11;19.7;26.3;10.7;0;15.2
"2006-06-12";2006;6;12;21.5;28.5;12.2;0;15.2
"2006-06-13";2006;6;13;22.5;29.3;13.4;0;15.2
"2006-06-14";2006;6;14;23.8;29.8;17;0;13.7
"2006-06-15";2006;6;15;21.8;29;15.9;2.2;9.7
"2006-06-16";2006;6;16;19.6;25.5;15;1.2;4.5
"2006-06-17";2006;6;17;16.1;18.2;14.1;1;1.1
"2006-06-18";2006;6;18;17.5;22.7;13.8;0.3;5.4
"2006-06-19";2006;6;19;22;29.8;15.2;0.7;11.2
"2006-06-20";2006;6;20;21.8;27.9;17.8;0;8.8
"2006-06-21";2006;6;21;22.7;27.9;18.2;2.3;11
"2006-06-22";2006;6;22;19.7;25.3;13.4;0;7.4
"2006-06-23";2006;6;23;16.7;20.8;10.8;0;6.7
"2006-06-24";2006;6;24;19;24.9;12.3;0;11.4
"2006-06-25";2006;6;25;23.5;31.7;13.1;0;12.9
"2006-06-26";2006;6;26;24.1;28.6;19.2;0;10.5
"2006-06-27";2006;6;27;20.9;24.9;17.3;0;12.7
"2006-06-28";2006;6;28;17.8;21.7;12.5;0;5.2
"2006-06-29";2006;6;29;16.2;20;11.8;0;9.3
"2006-06-30";2006;6;30;16.5;20.2;11.6;0;0.3
"2006-07-01";2006;7;1;20.7;28.5;13;0;13.4
"2006-07-02";2006;7;2;21.2;28.8;11.4;0;14.4
"2006-07-03";2006;7;3;22.1;29.2;12.3;0;15.3
"2006-07-04";2006;7;4;22;29.9;11.4;0;15.2
"2006-07-05";2006;7;5;24.8;31.4;15.8;0;14.9
"2006-07-06";2006;7;6;25.2;33.1;17.6;6.5;13.8
"2006-07-07";2006;7;7;23.7;31.9;18.9;12.3;9.3
"2006-07-08";2006;7;8;20.9;24;18.1;0.1;4.6
"2006-07-09";2006;7;9;23.1;28.7;16.4;0;13.9
"2006-07-10";2006;7;10;23.2;27.9;17.3;0;12
"2006-07-11";2006;7;11;24.2;31.1;15.7;0;12
"2006-07-12";2006;7;12;22.1;28.1;17.4;0;12.3
"2006-07-13";2006;7;13;23.5;30.2;16.4;0;10.6
"2006-07-14";2006;7;14;19.4;23.6;12.8;0;10.9
"2006-07-15";2006;7;15;17.9;24.4;10.8;0;7.4
"2006-07-16";2006;7;16;18.6;25.9;9.7;0;13.5
"2006-07-17";2006;7;17;20.1;28.4;10.6;0;15.1
"2006-07-18";2006;7;18;23.6;31.8;13.3;0;15.1
"2006-07-19";2006;7;19;24.4;31.8;15.2;0;14.8
"2006-07-20";2006;7;20;26.8;35.2;16.2;0;12.2
"2006-07-21";2006;7;21;26.2;32;18.9;1.2;11.7
"2006-07-22";2006;7;22;23.8;31.1;16.9;0;12.4
"2006-07-23";2006;7;23;23.9;32.1;15;0;6.9
"2006-07-24";2006;7;24;24.2;30.1;17.3;0;12.9
"2006-07-25";2006;7;25;23.3;30.7;15.5;0;13.5
"2006-07-26";2006;7;26;23.7;31.7;14.3;0;14.8
"2006-07-27";2006;7;27;25.3;33.5;15;0;14.2
"2006-07-28";2006;7;28;25.1;31.1;19.9;6.1;4.1
"2006-07-29";2006;7;29;21.2;26.5;17.1;0.1;2.5
"2006-07-30";2006;7;30;23.3;30.5;17;0.3;12.6
"2006-07-31";2006;7;31;21.8;27;16.2;0;6.1
"2006-08-01";2006;8;1;21.3;26.9;13.4;4.4;9.4
"2006-08-02";2006;8;2;17.7;22.3;12.8;0.4;5.4
"2006-08-03";2006;8;3;16.7;22.7;12.1;0.3;6.3
"2006-08-04";2006;8;4;17.9;22.8;12.2;0.7;2
"2006-08-05";2006;8;5;17.2;20.9;15;24.9;0.1
"2006-08-06";2006;8;6;18.7;21.7;17;0;0.4
"2006-08-07";2006;8;7;20.1;24.7;15.2;0;7.2
"2006-08-08";2006;8;8;18.7;23.3;13.9;0;6.3
"2006-08-09";2006;8;9;17.9;23.8;13.1;0;6.6
"2006-08-10";2006;8;10;16.3;21.2;11.9;0;2.5
"2006-08-11";2006;8;11;15.7;20.4;11.6;0.3;0.9
"2006-08-12";2006;8;12;16.1;22.3;9.5;0.2;7.7
"2006-08-13";2006;8;13;14.6;16.1;13.2;10.6;0
"2006-08-14";2006;8;14;16.4;22;11.6;0;6.5
"2006-08-15";2006;8;15;16.7;21.5;14.3;2.1;4.2
"2006-08-16";2006;8;16;18.4;24.7;11.9;2.4;10.3
"2006-08-17";2006;8;17;19.2;24.5;13.4;0;8.6
"2006-08-18";2006;8;18;20.6;29.3;14.3;2.4;6.7
"2006-08-19";2006;8;19;20.9;26.7;15.7;5.9;11.3
"2006-08-20";2006;8;20;18.6;23.4;14.9;2.6;8.2
"2006-08-21";2006;8;21;16.4;20.9;14.3;9.4;4.3
"2006-08-22";2006;8;22;16.1;19;14.3;0;2.9
"2006-08-23";2006;8;23;16.9;20.3;15.4;1.4;2.3
"2006-08-24";2006;8;24;17.4;22.3;12.3;0;8.7
"2006-08-25";2006;8;25;14.2;17.4;11.7;4;0.3
"2006-08-26";2006;8;26;15;19.7;12.4;3.3;2.1
"2006-08-27";2006;8;27;15.5;20.3;12.2;1.2;2.8
"2006-08-28";2006;8;28;15.5;19.8;12.8;1.6;7.8
"2006-08-29";2006;8;29;12.7;15.4;11.5;0.2;1.3
"2006-08-30";2006;8;30;14.3;17.2;11.5;0.6;0.7
"2006-08-31";2006;8;31;16;19.6;13.6;0.4;2.3
"2007-06-01";2007;6;1;16.2;21.2;10.2;0;8.1
"2007-06-02";2007;6;2;14.7;16.4;13;0;0.2
"2007-06-03";2007;6;3;14.9;17.3;13.1;0;0
"2007-06-04";2007;6;4;16;18.7;14.3;9.3;0
"2007-06-05";2007;6;5;17.7;22.7;14.4;14.2;4.6
"2007-06-06";2007;6;6;20.4;25.5;16;0;6.2
"2007-06-07";2007;6;7;21.8;29.3;15.3;0.8;11.1
"2007-06-08";2007;6;8;22.8;28.9;15.8;0;14
"2007-06-09";2007;6;9;21;29.6;15.7;0.9;11
"2007-06-10";2007;6;10;20.9;27.9;14.1;0;14.7
"2007-06-11";2007;6;11;21.6;29;13.5;0;15
"2007-06-12";2007;6;12;22.5;30;15.1;1.7;11.3
"2007-06-13";2007;6;13;19.1;23.5;16;0;3.5
"2007-06-14";2007;6;14;19.6;26.4;14.3;25.3;7.5
"2007-06-15";2007;6;15;19.2;27.2;14.2;6.2;4.9
"2007-06-16";2007;6;16;17.8;21.7;14;4;5.7
"2007-06-17";2007;6;17;18.8;23.7;13.5;0;9
"2007-06-18";2007;6;18;16.4;19.3;13.4;7.6;0.5
"2007-06-19";2007;6;19;18.1;23.8;13.5;0;8.5
"2007-06-20";2007;6;20;21.1;27.1;12.4;0;10.5
"2007-06-21";2007;6;21;19.5;24.8;14.2;39.4;2.8
"2007-06-22";2007;6;22;17.1;22.1;13.1;3.1;6.8
"2007-06-23";2007;6;23;16;19.6;12.9;5.8;4
"2007-06-24";2007;6;24;17.5;22.7;12.3;0.1;6.2
"2007-06-25";2007;6;25;19.6;26.8;13.5;2.8;6.4
"2007-06-26";2007;6;26;15.7;19.2;13.1;4.4;4.3
"2007-06-27";2007;6;27;12.6;16.4;10.6;1.7;3.8
"2007-06-28";2007;6;28;14.1;18.6;10.5;0;6.1
"2007-06-29";2007;6;29;15;19.9;8.4;0.5;6.1
"2007-06-30";2007;6;30;15.9;19.3;13.7;0.3;4
"2007-07-01";2007;7;1;17.3;22.3;10.6;0;3
"2007-07-02";2007;7;2;18.9;21.2;16.3;3.4;0.7
"2007-07-03";2007;7;3;17.7;23.2;12.8;0.1;6.8
"2007-07-04";2007;7;4;13.9;16;11.5;15.8;0.1
"2007-07-05";2007;7;5;14.5;18.5;12.5;2.2;0.6
"2007-07-06";2007;7;6;15.9;19.4;13.1;1.5;4.1
"2007-07-07";2007;7;7;15.8;19.7;13.6;0.7;5.1
"2007-07-08";2007;7;8;16.3;21.6;11.4;0;9
"2007-07-09";2007;7;9;14.8;20.6;10.2;4.2;1.1
"2007-07-10";2007;7;10;14.2;19.3;10.8;2.7;3.2
"2007-07-11";2007;7;11;13.8;19.2;10.3;7;6.4
"2007-07-12";2007;7;12;15.2;18.6;13.3;5.3;2.1
"2007-07-13";2007;7;13;17.3;21.4;13.9;2.4;0.8
"2007-07-14";2007;7;14;22.9;29;14.7;0;13.4
"2007-07-15";2007;7;15;24.2;31.2;17;0;12.6
"2007-07-16";2007;7;16;27.6;35.7;19.9;1.7;14.7
"2007-07-17";2007;7;17;23.1;27.7;16.1;0.6;8
"2007-07-18";2007;7;18;21.1;27.2;14.8;0;8.7
"2007-07-19";2007;7;19;20.5;25.6;15.6;0.4;9.8
"2007-07-20";2007;7;20;21;27;16.9;0;6.2
"2007-07-21";2007;7;21;20.6;26.7;15.7;0;6.7
"2007-07-22";2007;7;22;16.2;17.6;13.6;37.9;1.3
"2007-07-23";2007;7;23;17.9;22.9;13.1;0;11.4
"2007-07-24";2007;7;24;18.1;22.7;14.3;6.1;3.3
"2007-07-25";2007;7;25;16.5;20.9;13.8;0;6.5
"2007-07-26";2007;7;26;20;25.4;12.9;0;9.8
"2007-07-27";2007;7;27;19.8;22.8;14.9;0.1;8
"2007-07-28";2007;7;28;16.8;20.4;13.4;0.4;1.1
"2007-07-29";2007;7;29;14.8;18.7;11.7;7.5;4.4
"2007-07-30";2007;7;30;13.5;16.5;11.3;0;3
"2007-07-31";2007;7;31;13.9;16.9;10.4;0;0.8
"2007-08-01";2007;8;1;14.6;20.1;10.3;0;5.5
"2007-08-02";2007;8;2;17.9;23.8;9.6;0.4;8
"2007-08-03";2007;8;3;16.4;21.4;11.4;0;4.9
"2007-08-04";2007;8;4;16.5;23.7;10.1;0;12.1
"2007-08-05";2007;8;5;18.9;26.1;10.6;0;14.4
"2007-08-06";2007;8;6;19.3;25.6;11;0;11.9
"2007-08-07";2007;8;7;21.8;28.9;13.3;0;13
"2007-08-08";2007;8;8;22.2;29.8;15.9;0;9.7
"2007-08-09";2007;8;9;22.7;30.4;16;0;11.4
"2007-08-10";2007;8;10;20.4;24.9;18.6;5;0.3
"2007-08-11";2007;8;11;19.7;23.7;18;13.4;0.9
"2007-08-12";2007;8;12;17.5;18.8;15.5;0.5;0
"2007-08-13";2007;8;13;19;24.8;13.2;0;9.6
"2007-08-14";2007;8;14;19.2;24.5;14;0;10.7
"2007-08-15";2007;8;15;21.4;27.2;15.5;4.5;4.7
"2007-08-16";2007;8;16;20.1;23.5;13.9;4.2;1.9
"2007-08-17";2007;8;17;15.5;20.6;11.2;0;5.9
"2007-08-18";2007;8;18;15.8;21.5;10;0;8
"2007-08-19";2007;8;19;18.4;25.4;10.4;0;8.7
"2007-08-20";2007;8;20;19.2;23.4;15.2;52.8;4.5
"2007-08-21";2007;8;21;18.8;23.3;14.6;0.6;2.9
"2007-08-22";2007;8;22;17.4;22.1;13.1;0.3;4.4
